w0_0_0,synmach000,0,14400,2.102465770909386,7.452374404535986,33.821170445124956,64.07295335936905,12.414590330991295,4993641.7784875585,2,41.1449616191081
w0_0_1,synmach000,14400,28800,2.7847944699143157,4.860081755850544,31.16549609653833,51.77079050675001,13.742730416636645,4367059.401649595,6,23.634767195118126
w0_0_2,synmach000,28800,43200,1.85274089244955,8.91928688385684,37.73802007073765,61.58036455025968,12.98107859242161,3282753.2310970933,5,22.660033665103096
w0_0_3,synmach000,43200,57600,1.3950618823191832,6.418120664215938,12.263719399369208,53.325732720461794,6.776280389028355,4978426.894649409,3,30.682563465194587
w0_0_4,synmach000,57600,72000,0.2566345076922645,10.17983384508733,29.09767823068426,70.26771842788588,23.52131820760611,6692527.117418222,6,39.98408991435321
w0_0_5,synmach000,72000,86400,3.041913567820336,8.454905195318569,31.524706570461085,39.81968888095041,6.386807904064944,3279389.0977299586,3,47.495278308214125
w0_1_0,synmach000,86400,100800,1.5896971044325852,6.013540684604292,44.31521719889781,78.19115891853491,3.1333937949605737,4480888.369849873,4,35.84836735542433
w0_1_1,synmach000,100800,115200,1.1410984548053689,5.480449115615916,26.67278363949675,82.15345991603891,10.15721095433132,5603496.92028546,5,54.15413828393767
w0_1_2,synmach000,115200,129600,0.6073278927156844,9.258435229477925,31.75566542773396,37.248582186695685,18.070984081538132,4755841.149975147,6,35.9617082746263
w0_1_3,synmach000,129600,144000,3.4080866704557806,7.77169066464736,19.35426993541845,61.06661170062095,13.298811102461364,5399766.153297902,3,41.42846585917306
w0_1_4,synmach000,144000,158400,2.5433995448588305,8.416252045665033,45.99491810647419,50.46200103245032,9.796110788221368,5532785.065211051,3,38.50015377656409
w0_1_5,synmach000,158400,172800,3.5501212248742418,11.391016792453172,37.60208646583564,41.371245480737784,6.819467065650456,5772534.672665961,4,41.590051013743555
w0_2_0,synmach000,172800,187200,0.9227818997451283,7.154864859708121,27.46973571214845,55.33236217236746,7.605978871602455,5169014.468568051,3,28.75310625160988
w0_2_1,synmach000,187200,201600,0.08352395753974018,7.50479676303218,30.517836572848793,43.62462029695289,10.114505604355031,5902111.299776862,4,32.882961952919956
w0_2_2,synmach000,201600,216000,1.9507633547333223,11.084781779441784,30.78444338082164,67.57561230245949,13.80816786478337,3544008.982438316,6,48.51781909766616
w0_2_3,synmach000,216000,230400,1.8825645066133516,7.334303840388442,22.34254718718637,40.32007228421346,14.60863106589862,5109900.749124045,5,60.19845251243583
w0_2_4,synmach000,230400,244800,1.1391792407665788,7.709777472958407,29.614843618694472,69.72720523473733,11.773401845915354,3144870.1251916112,3,30.003422517935483
